Text Question 1,Text Question 2,Text Question 3,Text Question 4,Text Question 5,Text Question 6,Text Question 7,Image Question 1,Image Question 2,Image Question 3,Image Question 4,Image Question 5,Support?,Pursuasive?
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.55,0.0,0.0,0.8,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.98,0.02,0.0,0.99,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.81,1.0,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.95,0.0,0.98,0.0,0.0,0.99,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.76,0.97,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.08,0.0,0.98,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.81,1.0,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.01,0.0,0.0,0.99,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.96,0.0,0.0,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,1.0,0.0,0.9,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.95,0.0,0.0,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.83,0.93,0.0,0.87,0.0,0.9,0.0,0.1,0.9,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.0,0.95,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.93,0.81,1.0,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.95,0.97,0.0,0.99,0.0,0.93,0.81,1.0,0.98,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.88,0.16,0.98,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.99,0.0,0.0,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.98,0.0,0.02,0.99,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.97,0.0,0.03,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.96,0.0,0.04,0.96,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.3,0.8,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.53,0.6,0.83,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,0.95,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.76,0.97,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.81,1.0,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.76,0.97,1.0,0.0
0.0,0.0,0.5,0.75,0.9,0.0,0.8,0.0,0.93,0.0,0.76,0.97,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9,0.0,0.8,0.9,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6,0.0,0.4,0.8,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.98,0.0,0.98,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.0,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.87,0.0,0.0,0.93,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.93,0.87,0.0,0.95,0.0,0.0,0.83,0.0,0.17,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.97,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.94,0.06,0.96,0.98,0.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.0,0.96,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83,0.17,1.0,0.92,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83,0.58,0.33,0.83,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.9,0.8,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.8,0.9,0.0,0.1,0.0,1.0,0.75,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.8,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.5,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8,0.0,0.0,0.9,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.93,0.93,0.0,0.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.85,0.0,0.0,0.85,0.0,1.0
0.0,0.0,0.0,0.99,0.98,0.0,0.01,0.0,0.0,0.53,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.05,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.91,0.0,0.91,0.91,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.92,0.06,0.94,0.98,0.0,0.0
0.0,0.0,0.0,0.83,0.92,0.0,0.83,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9,0.0,0.8,1.0,0.0,0.0
0.0,0.0,0.0,0.92,0.96,0.0,0.08,0.0,0.92,0.0,0.08,0.98,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.83,0.0,0.92,0.97,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.95,0.9,0.0,0.85,0.0,0.89,0.95,0.92,0.99,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.8,0.9,0.0,0.7,0.0,0.0,0.5,0.0,0.75,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.93,0.0,0.0,0.97,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.83,0.0,0.92,0.97,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.88,0.99,0.0,0.95,0.0,0.03,0.0,0.0,0.93,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.93,0.07,0.93,0.97,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,1.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.8,0.9,0.0,0.0
0.0,0.0,0.0,0.98,0.99,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.83,0.0,0.0,0.98,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,1.0,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9,0.0,0.1,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.85,0.95,0.0,0.9,0.03,0.83,0.92,0.0,0.83,1.0,1.0
0.0,0.0,0.0,0.9,0.8,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.88,0.97,0.0,0.01,0.0,0.92,0.04,0.02,0.98,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.93,0.05,0.98,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.98,0.0,0.0,0.98,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.89,0.11,0.92,0.88,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.99,0.0,0.82,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.81,0.0,0.93,0.95,0.0,0.0
0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.92,0.98,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.93,0.88,0.0,0.97,0.0,0.4,0.0,0.0,0.6,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.93,0.88,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.93,0.96,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.87,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.01,0.0,0.0,0.5,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.95,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.99,0.0,0.01,0.99,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.95,0.0,0.15,0.98,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4,0.5,0.6,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.83,0.0,0.17,0.83,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.95,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.95,0.9,0.0,0.8,0.0,0.83,0.23,0.0,0.83,1.0,0.0
0.0,0.0,0.0,0.99,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.4,0.9,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.97,0.0,0.0,0.95,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.93,0.0,0.87,0.98,1.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.05,0.5,0.8,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.98,0.0,0.0,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.99,0.0,0.0,0.99,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
